Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.8158,0.8199,0.8947,0.7727,0.8293,0.6316,0.6396,RidgeClassifier,0
0.7895,0.8449,0.7895,0.7895,0.7895,0.5789,0.5789,RidgeClassifier,1
0.7632,0.856,0.7368,0.7778,0.7568,0.5263,0.527,RidgeClassifier,2
0.8684,0.9474,0.8421,0.8889,0.8649,0.7368,0.7379,RidgeClassifier,3
0.8684,0.8975,0.8421,0.8889,0.8649,0.7368,0.7379,RidgeClassifier,4
0.8684,0.903,0.9474,0.8182,0.878,0.7368,0.7462,RidgeClassifier,5
0.8684,0.9058,0.9474,0.8182,0.878,0.7368,0.7462,RidgeClassifier,6
0.6842,0.7867,0.8421,0.64,0.7273,0.3684,0.3883,RidgeClassifier,7
0.7895,0.856,0.8421,0.7619,0.8,0.5789,0.5822,RidgeClassifier,8
0.8684,0.9197,0.9474,0.8182,0.878,0.7368,0.7462,RidgeClassifier,9
0.8184,0.8737,0.8632,0.7974,0.8267,0.6368,0.643,RidgeClassifier,Mean
0.0594,0.0468,0.0674,0.0672,0.0526,0.1187,0.1167,RidgeClassifier,Std
