Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.9478,0.9545,0.8421,0.8421,0.8421,0.8109,0.8109,LGBMClassifier,0
0.9652,0.9937,0.8,1.0,0.8889,0.8686,0.8762,LGBMClassifier,1
0.9649,0.9911,0.9474,0.8571,0.9,0.8788,0.8804,LGBMClassifier,2
0.9386,0.9618,0.7368,0.875,0.8,0.764,0.768,LGBMClassifier,3
0.9649,0.9917,0.8947,0.8947,0.8947,0.8737,0.8737,LGBMClassifier,4
0.9649,0.9679,0.7895,1.0,0.8824,0.8621,0.8704,LGBMClassifier,5
0.9474,0.99,0.7368,0.9333,0.8235,0.7931,0.8008,LGBMClassifier,6
0.9561,0.9507,0.8421,0.8889,0.8649,0.8387,0.8391,LGBMClassifier,7
0.9474,0.9729,0.8421,0.8421,0.8421,0.8105,0.8105,LGBMClassifier,8
0.9474,0.985,0.7368,0.9333,0.8235,0.7931,0.8008,LGBMClassifier,9
0.9545,0.9759,0.8168,0.9067,0.8562,0.8293,0.8331,LGBMClassifier,Mean
0.0094,0.0156,0.0673,0.0558,0.033,0.0383,0.0381,LGBMClassifier,Std
