Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.9391,0.926,0.7895,0.8333,0.8108,0.7746,0.775,GradientBoostingClassifier,0
0.9565,0.9795,0.85,0.8947,0.8718,0.8456,0.846,GradientBoostingClassifier,1
0.9035,0.8881,0.7368,0.7,0.7179,0.6598,0.6601,GradientBoostingClassifier,2
0.9298,0.8731,0.6842,0.8667,0.7647,0.7241,0.7311,GradientBoostingClassifier,3
0.9561,0.8947,0.7895,0.9375,0.8571,0.8315,0.8357,GradientBoostingClassifier,4
0.9825,0.9911,1.0,0.9048,0.95,0.9394,0.9411,GradientBoostingClassifier,5
0.9737,0.9812,0.9474,0.9,0.9231,0.9072,0.9077,GradientBoostingClassifier,6
0.9649,0.9922,0.8947,0.8947,0.8947,0.8737,0.8737,GradientBoostingClassifier,7
0.9474,0.964,0.8421,0.8421,0.8421,0.8105,0.8105,GradientBoostingClassifier,8
0.9298,0.9668,0.8421,0.7619,0.8,0.7576,0.759,GradientBoostingClassifier,9
0.9483,0.9457,0.8376,0.8536,0.8432,0.8124,0.814,GradientBoostingClassifier,Mean
0.0223,0.0436,0.0896,0.0692,0.068,0.0812,0.0807,GradientBoostingClassifier,Std
