Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.7478,0.8185,0.7368,0.3684,0.4912,0.3475,0.3844,RidgeClassifier,0
0.7565,0.8337,0.85,0.4048,0.5484,0.4092,0.462,RidgeClassifier,1
0.807,0.7645,0.7368,0.4516,0.56,0.4454,0.4673,RidgeClassifier,2
0.8421,0.7867,0.5789,0.5238,0.55,0.4545,0.4554,RidgeClassifier,3
0.7193,0.7435,0.6316,0.3243,0.4286,0.2672,0.2932,RidgeClassifier,4
0.7807,0.8787,0.8947,0.425,0.5763,0.4526,0.5096,RidgeClassifier,5
0.7456,0.8072,0.7368,0.3684,0.4912,0.3459,0.3828,RidgeClassifier,6
0.8596,0.9335,1.0,0.5429,0.7037,0.622,0.6719,RidgeClassifier,7
0.7544,0.8382,0.7895,0.3846,0.5172,0.3778,0.4217,RidgeClassifier,8
0.7895,0.846,0.7895,0.4286,0.5556,0.4331,0.4678,RidgeClassifier,9
0.7803,0.8251,0.7745,0.4222,0.5422,0.4155,0.4516,RidgeClassifier,Mean
0.0426,0.0524,0.1159,0.0655,0.0682,0.0893,0.0937,RidgeClassifier,Std
