Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.9391,0.9594,0.7895,0.8333,0.8108,0.7746,0.775,LogisticRegression,0
0.9565,0.9621,0.9,0.8571,0.878,0.8516,0.852,LogisticRegression,1
0.9298,0.9025,0.7368,0.8235,0.7778,0.7363,0.7379,LogisticRegression,2
0.9035,0.8665,0.6316,0.75,0.6857,0.6292,0.6325,LogisticRegression,3
0.9298,0.928,0.6316,0.9231,0.75,0.7108,0.7282,LogisticRegression,4
0.9737,0.9967,1.0,0.8636,0.9268,0.9109,0.9145,LogisticRegression,5
0.9649,0.9828,0.8947,0.8947,0.8947,0.8737,0.8737,LogisticRegression,6
0.9912,1.0,0.9474,1.0,0.973,0.9677,0.9682,LogisticRegression,7
0.9561,0.9573,0.8947,0.85,0.8718,0.8454,0.8458,LogisticRegression,8
0.9211,0.9474,0.7895,0.75,0.7692,0.7216,0.722,LogisticRegression,9
0.9466,0.9503,0.8216,0.8545,0.8338,0.8022,0.805,LogisticRegression,Mean
0.0253,0.0397,0.1208,0.0713,0.0848,0.0992,0.0976,LogisticRegression,Std
